parent_tweet,reply_tweet
"If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #Ferguson",@zellieimani @taiping2 don't hold your breath waiting
"If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #Ferguson","@kristinpuhl Strong Armed Robbery ain't a misdemeanor &amp; supplies a motive for fighting w/the cop. And, yeah, I'm an asshole.
 #FERGUSON"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK",@BrwnSkinGirly @CNNVideo  WHY SHOW IT NOW???? because it is relevant you buffoon
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","“@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/bpTvrNnGWM”  bloods a pain to get out"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","Shocker “@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/tF1mBb26ZY”"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","“@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/sbK98DmXfQ”"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","YO?!?! RT @ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/zxOTXysLZK"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK",@Chill_Davon that's way OC bruh lol
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","“@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/GQOiolmUyj” SMH."
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK",@Chill_Davon yeah I'm hip lol I can't call that one fluke
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","Wow. “@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/1pK1MLBJhA”"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","@ComplexMag Pretty simple 2 see that #FergusonPoliceDepartment is #RACIST, they have shown that 2 the whole world! #BlackLivesMatter"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","“@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/FhftPgv55B”"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","This. “@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/MBHGrtjzes”"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","jesus RT @_ThisIsImani: Wow. “@ComplexMag: In 2009, #Ferguson police beat a man &amp; charged him for bleeding on them: http://t.co/dLsnkmvfMp”"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","“@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/a9THTWZoHf” still trust them??????????"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK",@ComplexMag you see this @rodimusprime?
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","what? ""@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/F9gpBAy01J”"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK",@TreySchulte @ComplexMag I saw this....Its impressive how bold their police are
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","This right here smh “@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/JscYjwdFzJ”"
In pictures: the #SydneySiege http://t.co/wwNwPV2VQ7 Follow live updates: http://t.co/mtmDRCt8SP http://t.co/sVPe6du49Z,@BBCBreaking The hostage taker possibly knows and is allowing them to be on their phones. I hope that's not a bad sign.
In pictures: the #SydneySiege http://t.co/wwNwPV2VQ7 Follow live updates: http://t.co/mtmDRCt8SP http://t.co/sVPe6du49Z,@TheRihan @BBCBreaking Stockholm syndrome?  What planet are you on?
In pictures: the #SydneySiege http://t.co/wwNwPV2VQ7 Follow live updates: http://t.co/mtmDRCt8SP http://t.co/sVPe6du49Z,"@BBCBreaking Muslims, again."
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",@ctvottawa any help with this event even raffle prizes are much appreciated
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",Is #Prince in #Toronto? Rumours fly of surprise show... @masseyhall http://t.co/ySchlys6DA
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.","“@LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.” @AdamWylde"
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",@beets But 3rd Eye Girl will be? Did you ask LN if The Artist Formerly Known As #Prince is playing?
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",@brofromanother @LiveNationON @masseyhall WHAT THE HELL EVEN JUST HAPPENED TODAY
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",@LiveNationON @masseyhall it's probably @3RDEYEGIRL
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.","@GreenHair14 ""Change of plans."" Hmmm. https://t.co/Es2VXUTvwj"
"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.","There ya go. @KiSS925 RT @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight."
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,"@ZerlinaMaxwell @BJHare Classic deflection and character assassination to cover up a crime.
Until a court finds guilty, he's innocent!"
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,@angryblacklady Brilliant! Lets arrest the entire police force for aiding and abetting.
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,"@AngryBlackLady Vacationing on the Bundy Ranch, I’d imagine."
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,"@AngryBlackLady Ferguson Missouri, obvs."
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,@AngryBlackLady Well maybe a world where you know where he lives &amp;works. Same world where ppl RIOT over a man who was shot after a robbery
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,@tracybo @AngryBlackLady I said the exact same thing! Lady #onhere told me officer was prob. checking in. HAHAHAHAHAHAHAHAHA! #Ferguson
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,@AngryBlackLady @HesDanTheMan same one where ppl r Rioting and that are making death threats to him
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,.@AngryBlackLady @andizeisler this goes against everything i have seen on law and order!!!! MY FAITH IN THE WHOLE SYSTEM IS SHAKEN NOW!
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,"@AngryBlackLady My column: FERGUSON: OBAMA KICKS NIXON IN THE ASS: http://t.co/cOHhtd2d2T 
#ferguson  #mikebrown  #handsup #NMOS14"
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,@AngryBlackLady @Our4thEstate When you place him in the Whiteness Protection Program.
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,@AngryBlackLady @grubreport I think you know the answer to that one.
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,@Galaxy_19 @adrienne_72 @AngryBlackLady A. In a white privilege world
Is #Prince in #Toronto? Rumours fly of surprise show... @masseyhall http://t.co/ySchlys6DA,@TheBruun noooooo!
Is #Prince in #Toronto? Rumours fly of surprise show... @masseyhall http://t.co/ySchlys6DA,@ctvottawa @masseyhall  holding suicide prevention event and fundraiser for funeral costs for my cousin who passed on sun
Is it true? Prince rumoured to be performing surprise show in Toronto http://t.co/EZiiLVkXyb,"@NobleRobel Girl, don't be mean.   Age ain't nothing but a number."
Is it true? Prince rumoured to be performing surprise show in Toronto http://t.co/EZiiLVkXyb,@LisaLaFlammeCTV hope not
Is it true? Prince rumoured to be performing surprise show in Toronto http://t.co/EZiiLVkXyb,"@LisaLaFlammeCTV Do you mean the artist formerly known as ""Strange Symbol""?"
It appears that #Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.,.@PrisonPlanet Is that why you guys posted TONS of photos of looters on the first day this story broke? You're so much like the MSM you hate
It appears that #Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.,"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson"
It appears that #Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.,@rui_xu @flavius217 They can't tie the two together cause they are separate issues. Releasing at different times puts distance between them.
It appears that #Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.,@jlpauk @Tom_sveb @rui_xu @flavius217 They've already said he shot him once from the car. Christ.
It appears that #Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.,@Tom_sveb An open mind waits for all the facts then decides. An empty one makes a decision before the investigation is over.
"It's true. http://t.co/07zrwAw5YK  @ronzell3284 
@SoulRevision","It's true. http://t.co/07zrwAw5YK  @ronzell3284 
@SoulRevision"
"JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead http://t.co/GIZjXnqBU3","“@ChannelNewsAsia: JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead http://t.co/LpjqHLW66c” sigh airbus."
"JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead http://t.co/GIZjXnqBU3","😫 “@ChannelNewsAsia: JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead http://t.co/LpeMjw3zZM”"
King Felipe VI of Spain cancels state visit to France after #Germanwings crash http://t.co/teojxJoBMX http://t.co/E5OhXbiGGU,"RT @BBCBreaking Victims of #Germanwings crash were most likely from Spain, Germany &amp; Turkey, says President Hollande http://t.co/vMWyWONXXq"
King Felipe VI of Spain cancels state visit to France after #Germanwings crash http://t.co/teojxJoBMX http://t.co/E5OhXbiGGU,@BBCBreaking It's been a rotten year for France so far...
King Felipe VI of Spain cancels state visit to France after #Germanwings crash http://t.co/teojxJoBMX http://t.co/E5OhXbiGGU,"@BBCBreaking victims from Catalonia, Spain and Germany please correct your information."
King Felipe VI of Spain cancels state visit to France after #Germanwings crash http://t.co/teojxJoBMX http://t.co/E5OhXbiGGU,@BBCBreaking @BBCWorld What he couldn't be driven?
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",@mashable you might want to change the use of 911 in this context.
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",@mashable yessss!!
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T","@mashable didn't find ""911"" in all stories and updates, international and local german. Please don't speculate and spread lies"
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",@mashable http://t.co/7GXnYX4duu the man behind the lies
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T","@mashable His Facebook, https://t.co/LwXQnkqC3P Address coming shortly"
Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,@AnonymousPress Yeah Land of the Free My A%&amp;
Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,@AnonymousPress Why am I reminded of Tienanmen Square.
